Let em know Queen! https://t.co/16DKlFbThQ
Day 7 of my #10for10! Thank you @chrisbrown for adding your own $10k to School on Wheels in LA! Now we can donate $… https://t.co/xVLsdSEqPt
When @chrisbrown heard about my #MillionDollarPledge - he called &amp; said he wanted to donate $10k to… https://t.co/OLJEA996l4
"As @troubleman31 said, brother @traeabn has been “boots on the ground” for Angel by Nature/Relief Gang in Houston s… https://t.co/Bcwhf21Xgf"
"My ATL brother, T.I. @troubleman31 wanted to join my #MillionDollarPledge &amp; go #10for10 w/me to match my $10k &amp; as… https://t.co/G5YgXOdCwI"
"The Queen, my sister @serenawilliams asked that I donate to Imagine LA,an org mobilizing the community to end the c… https://t.co/yqZrR4ojZS"
"My sister @serenawilliams asked that I donate to Imagine LA, an org dedicated to mobilizing the community to end th… https://t.co/PuDJVfBNCW"
THANK YOU to Mothers Against Police Brutality.They unite mothers who have lost their children to police violence.MA… https://t.co/NT0AHGbEMI
✊🏾#10for10 @snoopdogg donated MORE MONEY 2 my #MillionDollarPledge!He loves the work Mothers Against Police Brutali… https://t.co/SFlWAbyQTU
Uncle @snoopdogg called &amp; said he wants to donate $15k MORE to my #MillionDollarPledge! He loves the work Mothers A… https://t.co/ZC0nyCPMZK
Day 4 of my #MillionDollarPledge and @snoopdogg is going #10for10 with me! We are donating a total of $20k to Mothe… https://t.co/FHY56DgkLx
Day4: @snoopdogg is the latest 2 join my #MillionDollarPledge!$20k to Mothers Against Police Brutality!… https://t.co/7CGy7qRbDO
"“It takes the Hood to save the Hood"" - @united_playaz Continue to do good work in the Bay Area &amp; beyond! Thank you… https://t.co/YSRNrVKSqT"
Day 3 of the last round of my #MillionDollarPledge and I’m going #10for10 with @StephenCurry30 !He chose United Pla… https://t.co/NylAlCOpz9
Thank you @stephencurry30 for going #10for10 &amp; matching my $10k donation to United Playaz in SF for a total of $20k… https://t.co/TxFhFQdgyG
For the last round of my #MillionDollarPledge I'm going #10for10! My brother @KDTrey5 is joining &amp; chose DeBug in t… https://t.co/wmM9qEgPKb
"My brother Kevin Durant @KDTrey5 has generously decided to match my donation of $10,000, with $10,000 of his own, m… https://t.co/reAClw9M51"
"Tomorrow, I'll be announcing the final $100,000 to complete my Million Dollar Pledge. I'm excited to share this las… https://t.co/dnw2oilrYr"
https://t.co/N57CCZOSvf
Happy Founders Day to my Brothers of Kappa Alpha Psi! I am my Brothers keeper! #BeStrong https://t.co/Lgo1QzHFJ4
"You will be missed by many!
 Rest in Power @es_snipes #EricaGarner https://t.co/MZjnQRa06D"
I want in on the ownership group! Let’s make it happen! https://t.co/sDR4ciciY8
"It was great to meet Pedro Hernandez, a courageous young man, who didn’t compromise his innocence even when faced w… https://t.co/hghBCL59ce"
.@jeezy #Pressure out now💎#TrustYaProcess https://t.co/OUOtB0HIZx https://t.co/fkd4bWAoUq
Thank you the Puffin Foundation and The Nation Institute for recognizing me with their Creative Citizenship Award.… https://t.co/GYOYlfexcc
"Beyond humbled to receive the Eason Monroe Courageous Advocate Award from the ACLU.
 
 We all have an obligation no… https://t.co/YgD1LiH8xD"
I teamed up with Kevin Livingston from 100 Suits for 100 Men. Previously I donated suits for formerly incarcerated… https://t.co/6tgyYFMtBf
"Today, I was on Alcatraz Island at the Indigenous People’s Sunrise Gathering, in solidarity with those celebrating… https://t.co/yZ0hqc9K6Z"
"Spoke to Meek Mill &amp; he wanted ppl to know regardless of his unjust situation, he’s in good spirits &amp; humbled by th… https://t.co/pYaLvGbCRp"
"l had the honor of sitting down w John Carlos &amp; Tommie Smith.l have admired&amp;emulated them,raising my✊🏾as both a s… https://t.co/X45yx4TlD5"
. @gq #citizenoftheyear #manoftheyear physical copies out tomorrow https://t.co/iabQMflF3z
Sadly there are Black folks going through the same radicalized injustice(s) within the justice system that Meek Mil… https://t.co/nblrcxqdHn
"I'm honored to be recognized by @GQMagazine as Citizen of the Year.
 
 https://t.co/s6wBZTa6tH"
In Feb I donated to Black Vets for Social Justice-today I’m thinking of vets that fought only to come home to keep… https://t.co/LhV3U8rCH9
"Great to build with @steveaoki✊🏾
 
 ""The movement is contagious, and the people in it are the ones who pass on the s… https://t.co/bjp3TJ3Zsu"
I appreciate you @Eminem✊🏾https://t.co/nwavBwsOkQ
"A lie gets halfway around the world before the truth has a chance to get its pants on.
 
 Winston S. Churchill"
I was in Harlem w @nessnitty having a great conversation w/ the freshmen class @wearedream. You all motivate me.Enj… https://t.co/7LW5BTP8vF
We are with you @jemelehill✊🏾
Back to School Backpack Giveaway @nessnitty and I had for the @girlsclubny I hope you like your new @nike backpacks… https://t.co/zNTmLLpzAp
"Here's where my next $100k donation is going! $900k donated, $100k to go for my Million Dollar Pledge. See all on… https://t.co/xHqPO3Uaot"
My brother @E_Reid35 holding it down #Kaepernicking💪🏾https://t.co/AcxbKdEzAa
My Brother @e_reid35 speaking truth to power! Love you Brother. Thank you for being a voice for the people! https://t.co/ytyaMRniFN
"It's amazing to see the strength, courage, and understanding our youth have! I am energized by their character and… https://t.co/blmSnnq9kc"
"The Million Dollar Pledge is still going strong! $800k donated, $200k to go! Go to https://t.co/xr8M9wiOiq to see w… https://t.co/j26nlWhaGN"
"Great to see my Brother @JColeNC I appreciate you not just talking about helping the people, but actually going out… https://t.co/IbhRoogW0f"
Go to https://t.co/ekwT7ogsvQ to purchase your merchandise. All proceeds go to fund @yourrightscamp… https://t.co/lsCbXgv3uK
https://t.co/zg6QhMxJng
https://t.co/eujDBHBWhh
How can we truly celebrate independence on a day that intentionally robbed our ancestors of theirs? To find my inde… https://t.co/UWOJk8XcD0
"A system that perpetually condones the killing of people, without consequence, doesn't need to be revised, it needs… https://t.co/0n8cZsk21l"
Gearing up for the next round of donations and I want to know where you want them to go. Go to… https://t.co/UUGpAy6Xnl
"RP:Anniversary of Black Wall Street-June 1,1921,Black Wall Street, a major black economic movement,was bombed by Am… https://t.co/fClkoD1LVa"
The Million Dollar Pledge continues: Check out the video and https://t.co/xr8M9wiOiq to see where the donations for… https://t.co/gydANZ8ZW1
Wishing those who are fasting a Happy Ramadan! https://t.co/IsoQvcEF9h
"Sending love2Malcolm's amazing children Qubilah,Gamilah,Attallah,Ilyasah, Malikah,Malaak&amp;the rest of his family on… https://t.co/rWO5WBbaBz"
"Sending love2Malcolm's amazing children Qubilah,Gamilah,Attallah,Ilyasah, Malikah,Malaak&amp;the rest of his family on… https://t.co/XtTI7C2C0h"
Thank you to all of our speakers and guests who donated their time to make #KnowYourRightsChicago a huge success!!! https://t.co/kOMISM7DRZ
"The winners @ our free youth camp ""Know Your Rights Camp""in Chicago they won headphones&amp;tics to @kehlani 's Chi sho… https://t.co/CbUac4VUB0"
"My Brother,
 I can't thank you enough 4 coming to Chicago to help continue to empower &amp; build up our communities!… https://t.co/Wo5QWOoj0s"
Amazing to see the strength and power of the youth in Chicago! @yourrightscamp #KnowYourRightsChicago https://t.co/bttCLiaTXN
RP @yourrightscamp -ThxU @e_reid35 @ricardolockette @kerihilson @ernestine.johnson @common @oldmanebro… https://t.co/tPIaUjh7Lm
Rp @yourrightscamp Great Time filling backpacks4the youth!Thx @ancestry @nike 4helping give back2the community🎥… https://t.co/diwmdEOmJY
I can't thank my Brother @common enough for coming to our @yourrightscamp in Chicago! His passion 4 the people shows! #KnowYourRightsChicago
50 yrs ago today Muhammad Ali refused to join U.S. Army &amp; was immediately stripped of heavyweight title. https://t.co/AoyVQFBpxc
#Time100 #WomensMarch https://t.co/3eUpTWtnIa
#Time100 https://t.co/hERFbSWlJj
#Time100 https://t.co/T2yJjOoEfH
Just posted a video https://t.co/E3k2hgkLc0
Rest in Power King! You will be missed! https://t.co/DcNaAkUrZy
Know Your History: Women's History Month. From Sojourner Truth to Yuri Kochiyama and from… https://t.co/4XT5ApaE1t
Unapologetically African. @treysongz afro is coming in strong!✊https://t.co/vfFR3wwbb0
Know Your History: Women's History Month. Sisters Mary &amp; Carrie Dann are best known for… https://t.co/1xY1v3JNl9
We got the plane! Now it's time to raise funds for food and water. You can donate at https://t.co/5BzrLjT3SO… https://t.co/dLdNnMn2Sq
Mainstream media is not covering this! Make a video in your own language and help us get aid to… https://t.co/s3tZVk4QJA
"Know Your History: Women's History Month. Yuri Kochiyama was a prominent Japanese American,… https://t.co/a52pjj60G3"
Know Your History: Women's History Month. Despite it being considered improper for women to… https://t.co/bUb9kC3ZOL
Know Your History: Black History Month. Black History Month is both a testament to historical… https://t.co/pADqzlmvOC
"Know Your History: Black History Month. When you think about desegregation, think about the… https://t.co/ZQiWZVxcuy"
Know Your History: Black History Month. Afeni Shakur was a member of the Harlem Chapter of the… https://t.co/fhGVGNz4AV
Know Your History: Black History Month. Johnnie Tillmon founded one of the first grassroots… https://t.co/n6vqW8lWAj
"Know Your History: Black History Month. On June 1, 1921, Black Wall Street, a major black… https://t.co/QkeciFDAmT"
"Know Your History: Black History Month. In 1822, in Charleston, South Carolina, Denmark Vesey… https://t.co/Iu4Mu72pVs"
Know Your History: Black History Month. Nine months before Rosa Parks refused to move to the… https://t.co/ahuQwFKyty
Know Your History: Black History Month. Ella Baker spent nearly half a century fighting for… https://t.co/O3QxXPmXyI
We greatly appreciate the love for #KnowYourRightsCamp !!! Make sure you get @kehlani 's new… https://t.co/4Jmv97zF6u
Know Your History: Black History Month. Shirley Chisholm was a pioneer of her generation - the… https://t.co/k37kvfWm7Y
Just posted a photo https://t.co/k3utZYVkOB
Women's rights are Human rights! https://t.co/tBbRsmnFIg
#IStandWithStandingRock https://t.co/tvHPwtBG0J
It's beautiful to see powerful young women fighting systemic oppression! They are our future!… https://t.co/FbywlyAnZw
"The latest Know Your Rights Camp #Harlem edition, held January14th 2017 at #MalcomX and Dr.… https://t.co/C5tRZcvLE3"
"The 3rd month of my Million Dollar Pledge is done! $300k donated, $700k to go to help oppressed communities! Go to… https://t.co/IoWA64X3qA"
Good luck to my brothers castlemontfootball in the Silver Bowl today! I wish I could be there… https://t.co/dQqJPS9aL5
#IStandWithStandingRock https://t.co/nBEmjMwftI
Just posted a video https://t.co/MBXwFCSxOz
My brother chakabars doing great work in the Congo! We stand united! https://t.co/zr9evwqBBw
I promised to donate 100k a Month for 10 Months in my Million Dollar Pledge &amp; we're in month 2!… https://t.co/nTqK77QEjZ
We have to continue to keep making steps toward real change! I promised I would donate a million… https://t.co/LKjHkGnQa3
Just posted a video https://t.co/7BZby0AQoj
Just posted a video https://t.co/HEebUsNUaI
@yourrightscamp #KnowYourRightsOakland #KnowYourRightsCamp https://t.co/RW746W6vFN
"I can't thank all of these people enough! They not only believed in the vision, but helped make… https://t.co/cnxUsjopOq"
Young Kings! @yourrightscamp #KnowYourRightsOakland #KnowYourRightsCamp📷: @stanwongphoto https://t.co/iqqAJSOsxs
The Queens are rising! @yourrightscamp #KnowYourRightsOakland #KnowYourRightsCamp https://t.co/qGrhyvQZnq
Our youth's strength is showing and growing! @yourrightscamp #KnowYourRightsOakland #KYRC📷:… https://t.co/UQGbJ5HVQD
The education of the youth will bring the change that is needed! They are the future!… https://t.co/bg7w5huV9w
The first @yourrightscamp was a success! It was amazing to see the youth embrace the knowledge… https://t.co/CVHpg4nAFZ
Just posted a photo https://t.co/L6P2Wz0ilx
I don't have enough words to describe how painful this is to watch. https://t.co/tDUY17n0jd
This describes what is wrong with our system! A man is Fired for NOT killing a citizen! https://t.co/c0VpO6O4tY
This just made my day! I love Y'all! https://t.co/pynltmdIWI
My Brother! United as One! @e_reid35 https://t.co/FbXPadHum4
Just posted a photo https://t.co/YoRgCejnSV
#Nigeria https://t.co/pQ2hsKoGlC
Preach young Brother!✊https://t.co/BPG7iTmAuo
"Freddie Gray suffered a severe spinal cord injury, while in police custody, and the medical… https://t.co/9Uhr4WsVfM"
Just posted a video https://t.co/2yHuUAkIH5
Just posted a video https://t.co/PG6oArBkUJ
Just posted a photo https://t.co/hQgFMQCl2P
Just posted a video https://t.co/SHydVZnumW
Just posted a video https://t.co/i7y96VtSXT
We are under attack! It's clear as day! Less than 24 hrs later another body in the street! https://t.co/2wlxtVkwmv
"I know a lot of people who were fasting during Ramadan, wishing you a Happy Eid! https://t.co/a43pI7g2Bz"
This is what lynchings look like in 2016! Another murder in the streets because the color of a… https://t.co/hwdW53AeXg
Thank you to everyone who came out and helped to make the 4th annual @camp_taylor charity golf… https://t.co/lAFveIeZK0
Just posted a video https://t.co/VYyyVRNGIF
"""Turning my back on Malcolm was one of the mistakes that I regret most in my life. I wish I’d… https://t.co/lc4w4q7xGm"
#ripafeni https://t.co/RVNyyQxzAn
Just posted a photo https://t.co/eFPmyGk7Kq
Just posted a photo https://t.co/oci8bKUWvq
Assassinated 51 years ago today https://t.co/zhsSbJWXca
He knew...... https://t.co/fsYxxSsjaB
"""I have the people behind me and the people are my strength.""
 
 “I suggested [in 1966] that we… https://t.co/eG9GO4fcAL"
Adriana made a valentine for me at our @camp_taylor valentine's dinner! I love my kids! https://t.co/DSmTEVA5UN
@KyleWilliams_10 don't worry about that noise enjoy your victory!
Congrats to @BMarshh54 @VGreen85 @KyleWilliams_10 and @VernonDavis85 on your Super Bowl victory!
Congrats to @AnquanBoldin on being named the Walter Payton NFL Man of the Year!
We have to do better! We have to Respect and Protect our Queens! #ParadigmShift https://t.co/FtHO2EOhoA
"After four weeks of testimony and over 70 witnesses in a civil trial in Memphis, Tennessee,… https://t.co/Tw2vgb4cju"
Just posted a photo https://t.co/oMFyZbwRbD
Did you know? https://t.co/f4G8cNveGc
Respect! https://t.co/9QHW8tQ3Mv
Congrats Mya Sanchez on your Punt Pass and Kick success in Indy! https://t.co/KBXKBcpLDY
Congrats @CoachJim4UM for the 10 win season and the huge bowl victory!
Way to finish strong! Proud of yall! #GoPack https://t.co/nMFgFkrBIU
Let's go Nevada we need this W today! #GoPack #Wolfpack
"WINNERS of the Top Play Snapback Contest are &gt;&gt; @0scarvee, @Shovelgoat, &amp; @penelope1221 DM @KBJGames for your prize! https://t.co/CDYaiUX2bj"
This could explain the uneasy feeling you might be having after the past few posts. https://t.co/pmNYZ3N1yQ
So much for checks and balances! https://t.co/b8LzZ7Vna0
Either we have regressed or things have never changed! https://t.co/7yslC1w5ec
Where is the side profile photo of Sandra Bland? I'm just curious! https://t.co/FI8cPtbVn4
